# Wall heat-flux
# Time        	patch         	min           	max           	integral      
0.000000e+00	metalExternal	0.000000e+00	0.000000e+00	0.000000e+00
0.000000e+00	metal_to_fluid	0.000000e+00	0.000000e+00	0.000000e+00
0.000000e+00	metal_to_heater	0.000000e+00	0.000000e+00	0.000000e+00
