# Wall heat-flux
# Time        	patch         	min           	max           	integral      
3.250000e+00	metalExternal	0.000000e+00	0.000000e+00	0.000000e+00
3.250000e+00	metal_to_fluid	-1.178842e+04	4.602391e+02	-7.168751e-03
3.250000e+00	metal_to_heater	4.107024e+03	1.392591e+04	2.516369e-02
