# Wall heat-flux
# Time        	patch         	min           	max           	integral      
3.750000e+00	metalExternal	0.000000e+00	0.000000e+00	0.000000e+00
3.750000e+00	metal_to_fluid	-1.207806e+04	4.461220e+02	-7.645567e-03
3.750000e+00	metal_to_heater	4.038246e+03	1.405946e+04	2.528658e-02
