# Wall heat-flux
# Time        	patch         	min           	max           	integral      
2.200000e+01	metalExternal	0.000000e+00	0.000000e+00	0.000000e+00
2.200000e+01	metal_to_fluid	-2.208974e+04	5.686652e+02	-1.656230e-01
2.200000e+01	metal_to_heater	1.362925e+03	4.455659e+04	1.977125e-01
