# Wall heat-flux
# Time        	patch         	min           	max           	integral      
1.200000e+01	metalExternal	0.000000e+00	0.000000e+00	0.000000e+00
1.200000e+01	metal_to_fluid	-1.884271e+04	6.586876e+02	-1.295108e-01
1.200000e+01	metal_to_heater	1.996608e+03	4.209839e+04	1.930563e-01
