# Wall heat-flux
# Time        	patch         	min           	max           	integral      
1.000000e+01	metalExternal	0.000000e+00	0.000000e+00	0.000000e+00
1.000000e+01	metal_to_fluid	-2.058952e+04	7.574931e+02	-1.204933e-01
1.000000e+01	metal_to_heater	2.270541e+03	4.156582e+04	1.909653e-01
